138.003, 159.329, 182.537, 187.342, 190.812, 88.4443, 59.6299, 61.6484, 48.8506, 30.3799, 34.9219, 34.2227, 48.7197, 154.387, 146.311, 133.216, 159.579, 162.615, 157.472, 159.318, 
140.801, 192.905, 207.146, 209.197, 178.17, 58.2754, 39.8184, 76.7988, 92.3867, 103.909, 108.853, 112.292, 108.245, 138.829, 109.351, 103.467, 135.684, 179.308, 172.319, 175.213, 
161.157, 199.93, 209.742, 208.326, 164.476, 92.0781, 113.87, 147.786, 70.1738, 102.393, 141.896, 123.725, 131.16, 103.747, 105.697, 62.4268, 138.177, 178.851, 169.699, 179.459, 
114.799, 167.972, 169.104, 205.17, 151.549, 92.5967, 133.125, 116.106, 71.8604, 53.9736, 113.576, 43.0225, 115.232, 78.9629, 109.49, 51.5928, 106.819, 160.998, 169.054, 177.709, 
136.018, 149.59, 175.413, 203.569, 140.992, 88.0537, 132.811, 102.845, 62.1396, 60.5547, 79.127, 45.8047, 77.5439, 65.1924, 105.38, 46.5469, 99.3076, 122.574, 166.455, 176.123, 
165.904, 147.068, 157.605, 197.943, 129.432, 102.308, 105.804, 52.8467, 56.3965, 37.1758, 44.7539, 64.377, 68.1318, 63.668, 103.705, 30.6719, 55.6934, 81.5596, 132.346, 173.605, 
160.557, 137.896, 144.217, 193.101, 120.364, 92.5361, 83.748, 10.5195, 9.93164, 6.82031, 5.57227, 34.4443, 60.4238, 61.9639, 103.159, 36.7754, 37.8594, 59.9453, 155.879, 169.887, 
158.738, 125.689, 128.347, 166.066, 105.142, 66.2148, 84.874, 6.69824, 5.78906, 6.23438, 2.11719, 26.751, 58.2383, 70.4463, 96.6006, 21.9033, 46.6641, 76.6768, 164.758, 167.961, 
153.939, 103.741, 111.068, 165.259, 102.178, 57.1943, 59.7129, 3.7373, 5.79004, 4.5, 5.26758, 18.6826, 49.96, 77.1338, 95.0391, 21.8389, 47.8623, 72.582, 152.853, 165.209, 
148.151, 99.3984, 91.625, 156.906, 104.953, 48.1787, 56.6338, 15.3545, 6.91113, 4.60156, 6.72168, 34.1104, 56.9844, 88.0859, 101.287, 67.5371, 62.792, 74.4824, 152.501, 163.271, 
69.7578, 135.31, 123.902, 141.688, 109.511, 45.7803, 49.9404, 12.0264, 6.25, 2.92969, 3.25684, 38.6016, 59.0889, 86.1797, 98.5654, 72.7344, 59.4512, 88.1719, 146.538, 159.407, 
